asin,rating,title,text,helpful,verified,date,year
NJ004,2,Stopped working after 3 months,My Ninja Creami worked fine at first but stopped working properly after about 3 months. The suction dropped dramatically and customer service was unhelpful.,1,True,2020-09-10,2020
NJ001,1,Complete waste of money,The Ninja Air broke after 6 weeks. Called customer support and they were useless. Do not buy this product.,5,True,2020-10-30,2020
NJ004,4,Good value,For the price the Ninja Creami delivers solid performance. Not perfect but definitely gets the job done. Would recommend to friends and family.,0,True,2023-03-07,2023
SN003,1,Terrible quality control,My Shark Apex arrived with a cracked part and after 3 weeks the motor started burning smell. Returned immediately.,0,True,2021-01-06,2021
SN001,4,Solid performer,"The Shark Navigator is a reliable machine. Good suction power, easy to maintain. The instructions could be clearer but once you figure it out it works great.",8,False,2022-06-07,2022
SN003,4,Very happy with purchase,Happy with my Shark Apex. Does exactly what it promises. The cord is a bit short for my large living room but otherwise no complaints.,3,True,2017-12-24,2017
NJ005,1,Returned immediately,The Ninja Speedi didn't work out of the box. Had to return it. Very poor quality control from Shark/Ninja.,3,True,2016-09-14,2016
NJ001,4,"Great product, minor issues",The Ninja Air works really well overall. Suction is strong and it's easy to use. Docking a star only because the dustbin could be larger.,3,False,2015-01-09,2015
NJ002,1,Returned immediately,The Ninja Foodi didn't work out of the box. Had to return it. Very poor quality control from Shark/Ninja.,3,True,2019-03-16,2019
NJ001,5,Love this thing,Got the Ninja Air as a gift and now I vacuum every day. It's that satisfying to use. Filters are easy to clean and battery lasts a long time.,0,False,2022-04-15,2022
SN003,5,Exceeded expectations,"I was skeptical at first but the Shark Apex has been phenomenal. No loss of suction, easy to empty, and works great on both carpet and hardwood.",2,True,2018-01-23,2018
NJ005,1,Don't buy this,"The Ninja Speedi is a huge disappointment. Weak suction from day one, loud, and the dustbin releases dust back into the air when you empty it.",0,False,2022-12-13,2022
NJ003,5,Absolutely love it,"Finally bought the Ninja Professional after months of research and I'm not disappointed. Easy to assemble, powerful suction, and very maneuverable. Highly recommend.",3,False,2016-08-27,2016
SN003,4,Good value,For the price the Shark Apex delivers solid performance. Not perfect but definitely gets the job done. Would recommend to friends and family.,1,True,2021-09-24,2021
NJ005,5,Absolutely love it,"Finally bought the Ninja Speedi after months of research and I'm not disappointed. Easy to assemble, powerful suction, and very maneuverable. Highly recommend.",1,True,2020-12-13,2020
NJ001,1,Returned immediately,The Ninja Air didn't work out of the box. Had to return it. Very poor quality control from Shark/Ninja.,2,True,2020-08-02,2020
SN002,5,Best vacuum I've ever owned,This Shark Robot completely changed how I clean my house. Picks up pet hair effortlessly and the suction is incredible. Worth every penny.,0,True,2021-05-27,2021
NJ003,5,Love this thing,Got the Ninja Professional as a gift and now I vacuum every day. It's that satisfying to use. Filters are easy to clean and battery lasts a long time.,0,True,2016-07-12,2016
NJ003,5,Perfect purchase,"The Ninja Professional is exactly what I needed. Quiet enough to use while my baby sleeps, powerful enough to handle dog hair everywhere. Zero complaints.",3,True,2018-02-06,2018
NJ001,5,Exceeded expectations,"I was skeptical at first but the Ninja Air has been phenomenal. No loss of suction, easy to empty, and works great on both carpet and hardwood.",5,True,2014-11-15,2014
